# T9	Mean Rate	One Sigma
6.6626545	807.406	1.1607709
6.7867731	807.406	1.1607709
6.9132038	807.406	1.1607709
7.0419898	807.406	1.1607709
7.1731749	807.406	1.1607709
7.306804	807.406	1.1607709
7.4429223	807.406	1.1607709
7.5815765	807.406	1.1607709
7.7228136	807.406	1.1607709
7.8666818	807.406	1.1607709
8.0132301	807.406	1.1607709
8.1625085	807.406	1.1607709
8.3145678	807.406	1.1607709
8.4694598	807.406	1.1607709
8.6272373	807.406	1.1607709
8.787954	807.406	1.1607709
8.9516647	807.406	1.1607709
9.1184252	807.406	1.1607709
9.2882923	807.406	1.1607709
9.4613238	807.406	1.1607709
9.6375787	807.406	1.1607709
9.817117	807.406	1.1607709
10.0	807.406	1.1607709
